Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID
birthday candles,,Orange,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Orange,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_4_0,4_0,3591
birthday candles,,Gorgeous,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Black,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_5_0,5_0,3591
bitterling model,,NA,NA,NA,NA,No,No,No,NA,NFS,2700,Light blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishTanagoToy,NA,6931
black bass model,,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Green,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishBlackbassToy,NA,6938
blowfish model,,NA,NA,NA,NA,No,No,No,NA,NFS,15000,Beige,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishFuguToy,NA,6951
blue marlin model,,NA,NA,NA,NA,No,No,No,NA,NFS,30000,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishKajikiToy,NA,6963
blue weevil beetle model,,NA,NA,NA,NA,No,No,No,NA,NFS,2400,Green,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectHousekizoumushiToy,NA,7118
bluegill model,,NA,NA,NA,NA,No,No,No,NA,NFS,540,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishBlueguillToy,NA,6939
board game,,Simple path game,NA,NA,NA,No,No,No,NA,1300,325,Green,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,living room,None,None,Yes,Toy,Does not play music,No lighting,For sale,FtrBoardgame_Remake_0_0,0_0,7599
board game,,Territory game,NA,NA,NA,No,No,No,NA,1300,325,Orange,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,living room,None,None,Yes,Toy,Does not play music,No lighting,For sale,FtrBoardgame_Remake_1_0,1_0,7599
board game,,Kids' game,NA,NA,NA,No,No,No,NA,1300,325,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,living room,None,None,Yes,Toy,Does not play music,No lighting,For sale,FtrBoardgame_Remake_2_0,2_0,7599
book,,Western literature,NA,NA,NA,No,No,No,NA,290,72,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookOpened_Remake_0_0,0_0,3582
book,,Japanese literature,NA,NA,NA,No,No,No,NA,290,72,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookOpened_Remake_1_0,1_0,3582
book,,Encyclopedia,NA,NA,NA,No,No,No,NA,290,72,White,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookOpened_Remake_2_0,2_0,3582
book,,Textbook,NA,NA,NA,No,No,No,NA,290,72,White,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookOpened_Remake_3_0,3_0,3582
book stands,,Colorful,NA,NA,NA,No,No,No,NA,1100,275,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookstand_Remake_0_0,0_0,870
book stands,,Brown,NA,NA,NA,No,No,No,NA,1100,275,Blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookstand_Remake_1_0,1_0,870
book stands,,Black,NA,NA,NA,No,No,No,NA,1100,275,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookstand_Remake_2_0,2_0,870
book stands,,Pastel,NA,NA,NA,No,No,No,NA,1100,275,Pink,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookstand_Remake_3_0,3_0,870
bottled ship,,Trading ship,NA,NA,NA,No,No,No,NA,1800,450,Light blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ocean,folk art,None,None,No,Seaside,Does not play music,No lighting,For sale,FtrBottleship_Remake_0_0,0_0,683
bottled ship,,Leisure boat,NA,NA,NA,No,No,No,NA,1800,450,Light blue,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ocean,folk art,None,None,No,Seaside,Does not play music,No lighting,For sale,FtrBottleship_Remake_1_0,1_0,683
bottled ship,,Pirate ship,NA,NA,NA,No,No,No,NA,1800,450,Light blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ocean,folk art,None,None,No,Seaside,Does not play music,No lighting,For sale,FtrBottleship_Remake_2_0,2_0,683
brine-shrimp aquarium,,NA,NA,NA,NA,No,No,No,NA,1400,350,Purple,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,child's room,None,None,Yes,Special Fish,Does not play music,No lighting,For sale,FtrArtemiaAquarium,NA,11283
bronze bug trophy,,NA,NA,NA,NA,No,No,No,NA,NFS,400,Red,Brown,1x1,Bug-Off,,1.0.0,expensive,None,None,None,No,Museum,Does not play music,No lighting,Not for sale,FtrTrophyInsectBronz,NA,1205
bronze fish trophy,,NA,NA,NA,NA,No,No,No,NA,NFS,400,Red,Brown,1x1,Fishing Tourney,,1.0.0,expensive,None,None,None,No,Museum,Does not play music,No lighting,Not for sale,FtrTrophyFishBronz,NA,1202
bronze HHA trophy,,NA,NA,NA,NA,No,No,No,NA,NFS,400,Red,Brown,1x1,HHA,,1.0.0,expensive,None,None,None,No,Museum,Does not play music,No lighting,Not for sale,FtrTrophyHhaBronze,NA,7098
brown cicada model,,NA,NA,NA,NA,No,No,No,NA,NFS,750,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectAburazemiToy,NA,7046
Bunny Day basket,,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Colorful,Beige,1x1,Bunny Day,From Zipper after trading one of every egg (all 6 types) during Bunny Day.,1.1.0,fancy,None,Bunny Day,None,No,Easter,Does not play music,No lighting,Not for sale,FtrEggBasket,NA,12438
Bunny Day lamp,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Orange,Orange,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0,fancy,None,Bunny Day,None,Yes,Lamp,Does not play music,Fluorescent,Not for sale,FtrEggLamp,NA,12413
butterfly fish model,,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishChouchouuoToy,NA,6941
camp stove,,Yellow,NA,NA,NA,No,No,No,NA,1300,325,Yellow,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_0_0,0_0,889
camp stove,,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_1_0,1_0,889
camp stove,,Blue,NA,NA,NA,No,No,No,NA,1300,325,Blue,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_2_0,2_0,889
camp stove,,Green,NA,NA,NA,No,No,No,NA,1300,325,Green,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_3_0,3_0,889
camp stove,,Brown,NA,NA,NA,No,No,No,NA,1300,325,Brown,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_4_0,4_0,889
camp stove,,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_5_0,5_0,889
candle,,Gold,NA,NA,NA,No,No,No,NA,600,150,Yellow,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCandle_Remake_0_0,0_0,2562
candle,,Silver,NA,NA,NA,No,No,No,NA,600,150,Gray,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCandle_Remake_1_0,1_0,2562
candle,,Copper,NA,NA,NA,No,No,No,NA,600,150,Brown,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCandle_Remake_2_0,2_0,2562
candle,,Black,NA,NA,NA,No,No,No,NA,600,150,Black,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCandle_Remake_3_0,3_0,2562
candle,,White,NA,NA,NA,No,No,No,NA,600,150,White,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCandle_Remake_4_0,4_0,2562
cardboard box,,Plain,NA,NA,NA,No,No,No,NA,120,30,Yellow,Yellow,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,Does not play music,No lighting,For sale,FtrCardboard_Remake_0_0,0_0,3672
cardboard box,,Labeled,NA,NA,NA,No,No,No,NA,120,30,Yellow,Blue,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,Does not play music,No lighting,For sale,FtrCardboard_Remake_1_0,1_0,3672
cardboard box,,Oranges,NA,NA,NA,No,No,No,NA,120,30,Yellow,Orange,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,Does not play music,No lighting,For sale,FtrCardboard_Remake_2_0,2_0,3672
cardboard box,,Apples,NA,NA,NA,No,No,No,NA,120,30,White,Red,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,Does not play music,No lighting,For sale,FtrCardboard_Remake_3_0,3_0,3672
cardboard box,,Peaches,NA,NA,NA,No,No,No,NA,120,30,White,Pink,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,Does not play music,No lighting,For sale,FtrCardboard_Remake_4_0,4_0,3672
cardboard box,,Pears,NA,NA,NA,No,No,No,NA,120,30,White,Green,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,Does not play music,No lighting,For sale,FtrCardboard_Remake_5_0,5_0,3672
cardboard box,,Cherries,NA,NA,NA,No,No,No,NA,120,30,Yellow,Red,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,Does not play music,No lighting,For sale,FtrCardboard_Remake_6_0,6_0,3672
carp model,,NA,NA,NA,NA,No,No,No,NA,NFS,900,Gray,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishKoiToy,NA,6980
cartoonist's set,,Black,NA,Blank,Manuscript paper,No,No,Yes,1,1200,300,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_0_0,0_0,4122
cartoonist's set,,Black,NA,Comic plan,Manuscript paper,No,No,Yes,1,1200,300,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_0_1,0_1,4122
cartoonist's set,,Black,NA,Gag comic,Manuscript paper,No,No,Yes,1,1200,300,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_0_2,0_2,4122
cartoonist's set,,Silver,NA,Blank,Manuscript paper,No,No,Yes,1,1200,300,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_1_0,1_0,4122
cartoonist's set,,Silver,NA,Comic plan,Manuscript paper,No,No,Yes,1,1200,300,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_1_1,1_1,4122
cartoonist's set,,Silver,NA,Gag comic,Manuscript paper,No,No,Yes,1,1200,300,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_1_2,1_2,4122
cartoonist's set,,Pink,NA,Blank,Manuscript paper,No,No,Yes,1,1200,300,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_2_0,2_0,4122
cartoonist's set,,Pink,NA,Comic plan,Manuscript paper,No,No,Yes,1,1200,300,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_2_1,2_1,4122
cartoonist's set,,Pink,NA,Gag comic,Manuscript paper,No,No,Yes,1,1200,300,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_2_2,2_2,4122
cartoonist's set,,Brown,NA,Blank,Manuscript paper,No,No,Yes,1,1200,300,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_3_0,3_0,4122
cartoonist's set,,Brown,NA,Comic plan,Manuscript paper,No,No,Yes,1,1200,300,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_3_1,3_1,4122
cartoonist's set,,Brown,NA,Gag comic,Manuscript paper,No,No,Yes,1,1200,300,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,Does not play music,Emission,For sale,FtrCartoonistset_Remake_3_2,3_2,4122
cassette player,,Red,NA,NA,NA,No,No,No,NA,2000,500,Red,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Cheap,No lighting,For sale,FtrRadicaseW_Remake_0_0,0_0,1708
cassette player,,Yellow,NA,NA,NA,No,No,No,NA,2000,500,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Cheap,No lighting,For sale,FtrRadicaseW_Remake_1_0,1_0,1708
cassette player,,Green,NA,NA,NA,No,No,No,NA,2000,500,Green,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Cheap,No lighting,For sale,FtrRadicaseW_Remake_2_0,2_0,1708
cassette player,,Blue,NA,NA,NA,No,No,No,NA,2000,500,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Cheap,No lighting,For sale,FtrRadicaseW_Remake_3_0,3_0,1708
cassette player,,Pink,NA,NA,NA,No,No,No,NA,2000,500,Pink,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Cheap,No lighting,For sale,FtrRadicaseW_Remake_4_0,4_0,1708
cassette player,,Silver,NA,NA,NA,No,No,No,NA,2000,500,Gray,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Cheap,No lighting,For sale,FtrRadicaseW_Remake_5_0,5_0,1708
cassette player,,White,NA,NA,NA,No,No,No,NA,2000,500,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Cheap,No lighting,For sale,FtrRadicaseW_Remake_6_0,6_0,1708
cassette player,,Black,NA,NA,NA,No,No,No,NA,2000,500,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Cheap,No lighting,For sale,FtrRadicaseW_Remake_7_0,7_0,1708
cat grass,,White,NA,NA,NA,No,No,No,NA,570,141,White,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Plants,Does not play music,No lighting,For sale,FtrCatgrass_Remake_0_0,0_0,7136
cat grass,,Black,NA,NA,NA,No,No,No,NA,570,141,Black,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Plants,Does not play music,No lighting,For sale,FtrCatgrass_Remake_1_0,1_0,7136
cat grass,,Red,NA,NA,NA,No,No,No,NA,570,141,Red,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Plants,Does not play music,No lighting,For sale,FtrCatgrass_Remake_2_0,2_0,7136
cat grass,,Light blue,NA,NA,NA,No,No,No,NA,570,141,Light blue,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Plants,Does not play music,No lighting,For sale,FtrCatgrass_Remake_3_0,3_0,7136
cat grass,,Pink,NA,NA,NA,No,No,No,NA,570,141,Pink,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Plants,Does not play music,No lighting,For sale,FtrCatgrass_Remake_4_0,4_0,7136
catfish model,,NA,NA,NA,NA,No,No,No,NA,NFS,2400,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishNamazuToy,NA,6987
celebratory candles,,Brown,NA,NA,NA,No,No,No,NA,1500,375,Colorful,Brown,1x1,Nook's Cranny,"Season sale item
*Not available in Europe",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCelebratoryCandle_Remake_0_0,0_0,4719
celebratory candles,,Light brown,NA,NA,NA,No,No,No,NA,1500,375,Colorful,Beige,1x1,Nook's Cranny,"Season sale item
*Not available in Europe",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCelebratoryCandle_Remake_1_0,1_0,4719
celebratory candles,,Black,NA,NA,NA,No,No,No,NA,1500,375,White,Black,1x1,Nook's Cranny,"Season sale item
*Not available in Europe",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCelebratoryCandle_Remake_2_0,2_0,4719
celebratory candles,,Blue,NA,NA,NA,No,No,No,NA,1500,375,Blue,Light blue,1x1,Nook's Cranny,"Season sale item
*Not available in Europe",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCelebratoryCandle_Remake_3_0,3_0,4719
celebratory candles,,White,NA,NA,NA,No,No,No,NA,1500,375,Colorful,White,1x1,Nook's Cranny,"Season sale item
*Not available in Europe",1.0.0,horror,None,None,None,Yes,Lamp,Does not play music,Candle,For sale,FtrCelebratoryCandle_Remake_4_0,4_0,4719
centipede model,,NA,NA,NA,NA,No,No,No,NA,NFS,900,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectMukadeToy,NA,7407
